rho,u,p
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
0.265574,0.927453,0.30313
