x,y,density,u-vel,v-vel,pressure,temperature,a,e
0.9525,0.01125,0.000977525,6595.98,-1.66094e-14,75.95,270.719,329.81,194241
0.9675,0.01125,0.000977525,6595.98,-1.06078e-12,75.95,270.719,329.81,194241
0.9825,0.01125,0.000977525,6595.98,1.37671e-05,75.95,270.719,329.81,194241
0.9975,0.0132295,0.000977535,6595.93,0.192331,75.9547,270.733,329.819,194251
1.0125,0.0171884,0.00097754,6595.9,0.298776,75.9584,270.744,329.826,194259
1.0275,0.0211474,0.000977541,6595.89,0.330374,75.9596,270.748,329.828,194262
1.0425,0.0251063,0.000977542,6595.89,0.340788,75.96,270.749,329.829,194263
1.0575,0.0290653,0.000977542,6595.89,0.346997,75.9602,270.75,329.829,194263
1.0725,0.0330242,0.000977543,6595.89,0.352585,75.9605,270.751,329.83,194264
1.0875,0.0369832,0.000977543,6595.88,0.358176,75.9607,270.752,329.83,194264
1.1025,0.0409421,0.000977466,6596.61,-2.37181,75.8665,270.437,329.639,194039
1.1175,0.0449011,-0.2301,-9445.76,60393.1,1.79263e+08,-2.71452e+06,nan,-1.94767e+09
1.1325,0.04886,-0.340444,-10785.8,65494.5,3.11956e+08,-3.19275e+06,nan,-2.2908e+09
1.1475,0.052819,-0.286177,-11525,68318.9,2.85338e+08,-3.47411e+06,nan,-2.49267e+09
1.1625,0.0567779,-0.186734,-11794.5,69362.7,1.91914e+08,-3.58097e+06,nan,-2.56935e+09
1.1775,0.0607369,-0.177898,-11415.7,67912.3,1.75264e+08,-3.43273e+06,nan,-2.46298e+09
1.1925,0.0646958,-0.199462,-11417.7,67906.3,1.96478e+08,-3.43219e+06,nan,-2.4626e+09
1.2075,0.0686548,-0.19361,-11611.7,68642.7,1.94873e+08,-3.50706e+06,nan,-2.51631e+09
1.2225,0.0726137,-0.183135,-11702.6,68986.9,1.86184e+08,-3.54232e+06,nan,-2.54161e+09
1.2375,0.0765727,-0.176617,-11772.7,69250.6,1.80933e+08,-3.56946e+06,nan,-2.56109e+09
